date,code,sub,mainline
20260907,sh603197,智能驾驶,AI应用
20260907,sh603201,,
20260907,sh603210,AI应用,AI应用
20260907,sh603216,AI应用,AI应用
20260907,sh603221,,
20260907,sh603222,医药,医药
20260907,sh603223,油气,周期资源
20260907,sh603226,,
20260907,sh603236,机器人,机器人
20260907,sh603237,,
20260907,sh603261,军工,军工航天
20260907,sh603267,军工,军工航天
20260907,sh603268,军工,军工航天
20260907,sh603269,算力,AI算力
20260907,sh603272,,
20260907,sh603277,,
20260907,sh603278,光伏,新能源电网
20260907,sh603285,化工,周期资源
20260907,sh603289,,
20260907,sh603303,储能,新能源电网
20260907,sh603306,光通信,AI算力
20260907,sh603311,,
20260907,sh603313,,
20260907,sh603317,,
20260907,sh603318,油气,周期资源
20260907,sh603320,电力,新能源电网
20260907,sh603325,,
20260907,sh603329,,
20260907,sh603333,电力,新能源电网
20260907,sh603335,存储,AI算力
20260907,sh603338,机器人,机器人
20260907,sh603345,,
20260907,sh603348,低空经济,军工航天
20260907,sh603352,机器人,机器人
20260907,sh603353,油气,周期资源
20260907,sh603355,,
20260907,sh603356,光伏,新能源电网
20260907,sh603359,,
20260907,sh603360,化工,周期资源
20260907,sh603363,,
20260907,sh603366,光伏,新能源电网
20260907,sh603369,,
20260907,sh603377,,
20260907,sh603378,化工,周期资源
20260907,sh603382,化工,周期资源
20260907,sh603389,新材料,周期资源
20260907,sh603398,电力,新能源电网
20260907,sh603402,,
20260907,sh603406,化工,周期资源
20260907,sh603418,机器人,机器人
20260907,sh603429,化工,周期资源
20260907,sh603435,储能,新能源电网
20260907,sh603466,AI应用,AI应用
20260907,sh603477,,
20260907,sh603489,电力,新能源电网
20260907,sh603500,,
20260907,sh603508,智能驾驶,AI应用
20260907,sh603516,芯片,AI算力
20260907,sh603517,,
20260907,sh603519,半导体,AI算力
20260907,sh603527,有色,周期资源
20260907,sh603535,,
20260907,sh603538,医药,医药
20260907,sh603557,,
20260907,sh603559,低空经济,军工航天
20260907,sh603580,化工,周期资源
20260907,sh603595,消费电子,AI算力
20260907,sh603606,电网,新能源电网
20260907,sh603608,机器人,机器人
20260907,sh603615,,
20260907,sh603618,电网,新能源电网
20260907,sh603629,消费电子,AI算力
20260907,sh603630,,
20260907,sh603636,AI应用,AI应用
20260907,sh603637,氢能,新能源电网
20260907,sh603655,,
20260907,sh603657,,
20260907,sh603661,新材料,周期资源
20260907,sh603666,机器人,机器人
20260907,sh603667,机器人,机器人
20260907,sh603668,,
20260907,sh603678,军工,军工航天
20260907,sh603682,,
20260907,sh603688,化工,周期资源
20260907,sh603696,,
20260907,sh603697,,
20260907,sh603708,,
20260907,sh603711,,
20260907,sh603713,,
20260907,sh603717,光伏,新能源电网
20260907,sh603718,医药,医药
20260907,sh603719,,
20260907,sh603721,传媒,AI应用
20260907,sh603722,化工,周期资源
20260907,sh603726,机器人,机器人
20260907,sh603727,油气,周期资源
20260907,sh603729,传媒,AI应用
20260907,sh603738,机器人,机器人
20260907,sh603739,化工,周期资源
20260907,sh603757,算力,AI算力
20260907,sh603759,储能,新能源电网
20260907,sh603773,消费电子,AI算力
20260907,sh603777,,
20260907,sh603779,,
20260907,sh603789,智能驾驶,AI应用
20260907,sh603790,化工,周期资源
20260907,sh603797,,
20260907,sh603801,AI应用,AI应用
20260907,sh603808,,
20260907,sh603813,氢能,新能源电网
20260907,sh603815,,
20260907,sh603822,化工,周期资源
20260907,sh603828,,
20260907,sh603833,,
20260907,sh603838,,
20260907,sh603839,,
20260907,sh603843,储能,新能源电网
20260907,sh603848,,
20260907,sh603869,算力,AI算力
20260907,sh603871,,
20260907,sh603877,,
20260907,sh603886,,
20260907,sh603903,芯片,AI算力
20260907,sh603919,,
20260907,sh603922,,
20260907,sh603933,机器人,机器人
20260907,sh603937,有色,周期资源
20260907,sh603938,化工,周期资源
20260907,sh603955,,
20260907,sh603956,AI应用,AI应用
20260907,sh603959,储能,新能源电网
20260907,sh603969,核电,新能源电网
20260907,sh603976,医药,医药
20260907,sh603978,化工,周期资源
20260907,sh603983,,
20260907,sh603986,芯片,AI算力
20260907,sh603989,消费电子,AI算力
20260907,sh603991,半导体,AI算力
20260907,sh603992,机器人,机器人
20260907,sh603995,黑色,周期资源
20260907,sh603997,机器人,机器人
20260907,sh603999,传媒,AI应用
20260907,sh605016,化工,周期资源
20260907,sh605028,电力,新能源电网
20260907,sh605033,化工,周期资源
20260907,sh605080,,
20260907,sh605086,化工,周期资源
20260907,sh605089,,
20260907,sh605098,AI应用,AI应用
20260907,sh605099,,
20260907,sh605108,,
20260907,sh605151,,
20260907,sh605155,,
20260907,sh605158,有色,周期资源
20260907,sh605166,化工,周期资源
20260907,sh605169,油气,周期资源
20260907,sh605178,存储,AI算力
20260907,sh605179,,
20260907,sh605180,元件,AI算力
20260907,sh605188,,
20260907,sh605189,机器人,机器人
20260907,sh605198,,
20260907,sh605199,医药,医药
20260907,sh605218,医药,医药
20260907,sh605255,氢能,新能源电网
20260907,sh605277,消费电子,AI算力
20260907,sh605287,AI应用,AI应用
20260907,sh605296,,
20260907,sh605298,,
20260907,sh605299,消费电子,AI算力
20260907,sh605300,,
20260907,sh605319,半导体,AI算力
20260907,sh605336,电网,新能源电网
20260907,sh605337,,
20260907,sh605339,,
20260907,sh605358,半导体,AI算力
20260907,sh605388,,
20260907,sh605499,,
20260907,sh605580,电力,新能源电网
20260907,sh688069,氢能,新能源电网
20260907,sh688152,航天,军工航天
20260907,sh688169,机器人,机器人
20260907,sh688172,半导体,AI算力
20260907,sh688209,芯片,AI算力
20260907,sh688258,消费电子,AI算力
20260907,sh688281,军工,军工航天
20260907,sh688328,消费电子,AI算力
20260907,sh688333,低空经济,军工航天
20260907,sh688335,氢能,新能源电网
20260907,sh688367,,
20260907,sh688371,消费电子,AI算力
20260907,sh688432,半导体,AI算力
20260907,sh688478,半导体,AI算力
20260907,sh688496,消费电子,AI算力
20260907,sh688531,储能,新能源电网
20260907,sh688584,半导体,AI算力
20260907,sh688610,机器人,机器人
20260907,sh688622,医药,医药
20260907,sh688720,半导体,AI算力
20260907,sh688790,芯片,AI算力
20260907,sz000006,,
20260907,sz000007,,
20260907,sz000008,,
20260907,sz000009,储能,新能源电网
20260907,sz000010,,
20260907,sz000011,,
20260907,sz000016,半导体,AI算力
20260907,sz000019,,
20260907,sz000020,,
20260907,sz000021,消费电子,AI算力
20260907,sz000025,有色,周期资源
20260907,sz000029,,
20260907,sz000031,,
20260907,sz000035,氢能,新能源电网
20260907,sz000036,,
20260907,sz000039,油气,周期资源
20260907,sz000042,,
20260907,sz000048,机器人,机器人
20260907,sz000055,光伏,新能源电网
20260907,sz000056,半导体,AI算力
20260907,sz000060,有色,周期资源
20260907,sz000062,半导体,AI算力
20260907,sz000065,光伏,新能源电网
20260907,sz000068,新材料,周期资源
20260907,sz000078,医药,医药
20260907,sz000090,光伏,新能源电网
20260907,sz000151,电力,新能源电网
20260907,sz000153,医药,医药
20260907,sz000158,算力,AI算力
20260907,sz000301,化工,周期资源
20260907,sz000402,,
20260907,sz000417,有色,周期资源
20260907,sz000428,,
20260907,sz000488,化工,周期资源
20260907,sz000505,,
20260907,sz000509,,
20260907,sz000510,化工,周期资源
20260907,sz000517,,
20260907,sz000518,医药,医药
20260907,sz000520,航运,周期资源
20260907,sz000521,医药,医药
20260907,sz000523,,
20260907,sz000524,低空经济,军工航天
20260907,sz000526,AI应用,AI应用
20260907,sz000532,储能,新能源电网
20260907,sz000551,智能驾驶,AI应用
20260907,sz000553,化工,周期资源
20260907,sz000554,油气,周期资源
20260907,sz000558,传媒,AI应用
20260907,sz000560,AI应用,AI应用
20260907,sz000564,,
20260907,sz000567,,
20260907,sz000572,储能,新能源电网
20260907,sz000576,军工,军工航天
20260907,sz000582,航运,周期资源
20260907,sz000592,,
20260907,sz000593,储能,新能源电网
20260907,sz000595,电力,新能源电网
20260907,sz000596,,
20260907,sz000601,电力,新能源电网
20260907,sz000608,算力,AI算力
20260907,sz000609,半导体,AI算力
20260907,sz000610,,
20260907,sz000620,算力,AI算力
20260907,sz000626,医药,医药
20260907,sz000632,,
20260907,sz000635,化工,周期资源
20260907,sz000639,,
20260907,sz000656,,
20260907,sz000659,,
20260907,sz000668,,
20260907,sz000669,油气,周期资源
20260907,sz000672,化工,周期资源
20260907,sz000676,传媒,AI应用
20260907,sz000677,化工,周期资源
20260907,sz000679,,
20260907,sz000691,化工,周期资源
20260907,sz000692,电力,新能源电网
20260907,sz000697,军工,军工航天
20260907,sz000698,化工,周期资源
20260907,sz000702,,
20260907,sz000711,,
20260907,sz000712,,
20260907,sz000713,化工,周期资源
20260907,sz000715,,
20260907,sz000716,储能,新能源电网
20260907,sz000718,,
20260907,sz000720,电力,新能源电网
20260907,sz000721,,
20260907,sz000722,电力,新能源电网
20260907,sz000735,,
20260907,sz000736,,
20260907,sz000757,消费电子,AI算力
20260907,sz000759,,
20260907,sz000776,,
20260907,sz000783,,
20260907,sz000790,医药,医药
20260907,sz000791,电力,新能源电网
20260907,sz000793,传媒,AI应用
20260907,sz000796,金融科技,AI应用
20260907,sz000798,,
20260907,sz000802,传媒,AI应用
20260907,sz000803,电力,新能源电网
20260907,sz000809,风电,新能源电网
20260907,sz000811,氢能,新能源电网
20260907,sz000815,算力,AI算力
20260907,sz000820,,
20260907,sz000821,光伏,新能源电网
20260907,sz000826,储能,新能源电网
20260907,sz000838,,
20260907,sz000839,AI应用,AI应用
20260907,sz000852,油气,周期资源
20260907,sz000863,AI应用,AI应用
20260907,sz000876,,
20260907,sz000882,,
20260907,sz000889,金融科技,AI应用
20260907,sz000890,,
20260907,sz000892,传媒,AI应用
20260907,sz000903,氢能,新能源电网
20260907,sz000908,医药,医药
20260907,sz000909,储能,新能源电网
20260907,sz000911,,
20260907,sz000921,,
20260907,sz000926,,
20260907,sz000929,,
20260907,sz000935,创新药,医药
20260907,sz000951,智能驾驶,AI应用
20260907,sz000965,,
20260907,sz000972,医药,医药
20260907,sz000973,储能,新能源电网
20260907,sz000978,,
20260907,sz000980,智能驾驶,AI应用
20260907,sz000987,电力,新能源电网
20260907,sz000995,,
20260907,sz000998,,
20260907,sz001206,,
20260907,sz001207,化工,周期资源
20260907,sz001211,,
20260907,sz001215,,
20260907,sz001218,化工,周期资源
20260907,sz001221,,
20260907,sz001222,,
20260907,sz001225,,
20260907,sz001233,,
20260907,sz001237,,
20260907,sz001256,,
20260907,sz001259,,
20260907,sz001260,,
20260907,sz001266,储能,新能源电网
20260907,sz001267,光通信,AI算力
20260907,sz001270,军工,军工航天
20260907,sz001279,化工,周期资源
20260907,sz001296,化工,周期资源
20260907,sz001300,,
20260907,sz001301,储能,新能源电网
20260907,sz001316,油气,周期资源
20260907,sz001317,,
20260907,sz001318,,
20260907,sz001323,消费电子,AI算力
20260907,sz001328,医药,医药
20260907,sz001336,,
20260907,sz001338,,
20260907,sz001359,储能,新能源电网
20260907,sz001366,,
20260907,sz001378,化工,周期资源
20260907,sz001387,PCB,AI算力
20260907,sz001388,电网,新能源电网
20260907,sz001395,,
20260907,sz001400,航天,军工航天
20260907,sz001896,电力,新能源电网
20260907,sz002005,,
20260907,sz002012,化工,周期资源
20260907,sz002014,,
20260907,sz002024,,
20260907,sz002030,医药,医药
20260907,sz002031,机器人,机器人
20260907,sz002037,化工,周期资源
20260907,sz002040,航运,周期资源
20260907,sz002041,,
20260907,sz002042,电力,新能源电网
20260907,sz002045,消费电子,AI算力
20260907,sz002046,机器人,机器人
20260907,sz002047,,
20260907,sz002051,算力,AI算力
20260907,sz002052,储能,新能源电网
20260907,sz002055,消费电子,AI算力
20260907,sz002056,光伏,新能源电网
20260907,sz002058,电力,新能源电网
20260907,sz002066,,
20260907,sz002067,化工,周期资源
20260907,sz002072,存储,AI算力
20260907,sz002076,储能,新能源电网
20260907,sz002079,光伏,新能源电网
20260907,sz002082,医药,医药
20260907,sz002083,化工,周期资源
20260907,sz002084,,
20260907,sz002088,储能,新能源电网
20260907,sz002098,金融科技,AI应用
20260907,sz002102,医药,医药
20260907,sz002109,化工,周期资源
20260907,sz002111,军工,军工航天
20260907,sz002122,,
20260907,sz002124,,
20260907,sz002125,储能,新能源电网
20260907,sz002133,,
20260907,sz002138,消费电子,AI算力
20260907,sz002146,低空经济,军工航天
20260907,sz002156,半导体,AI算力
20260907,sz002159,,
20260907,sz002160,有色,周期资源
20260907,sz002168,电网,新能源电网
20260907,sz002172,医药,医药
20260907,sz002174,传媒,AI应用
20260907,sz002175,芯片,AI算力
20260907,sz002180,芯片,AI算力
20260907,sz002181,AI应用,AI应用
20260907,sz002185,半导体,AI算力
20260907,sz002190,军工,军工航天
20260907,sz002192,储能,新能源电网
20260907,sz002193,,
20260907,sz002198,医药,医药
20260907,sz002199,,
20260907,sz002200,,
20260907,sz002201,化工,周期资源
20260907,sz002207,油气,周期资源
20260907,sz002208,,
20260907,sz002209,机器人,机器人
20260907,sz002210,电力,新能源电网
20260907,sz002211,化工,周期资源
20260907,sz002212,AI应用,AI应用
20260907,sz002214,军工,军工航天
20260907,sz002217,PCB,AI算力
20260907,sz002225,氢能,新能源电网
20260907,sz002227,电力,新能源电网
20260907,sz002235,化工,周期资源
20260907,sz002243,新材料,周期资源
20260907,sz002244,储能,新能源电网
20260907,sz002245,储能,新能源电网
20260907,sz002248,芯片,AI算力
20260907,sz002250,化工,周期资源
20260907,sz002251,,
20260907,sz002253,军工,军工航天
20260907,sz002254,储能,新能源电网
20260907,sz002258,化工,周期资源
20260907,sz002274,化工,周期资源
20260907,sz002277,机器人,机器人
20260907,sz002279,AI应用,AI应用
20260907,sz002281,光通信,AI算力
20260907,sz002284,智能驾驶,AI应用
20260907,sz002286,,
20260907,sz002289,算力,AI算力
20260907,sz002292,传媒,AI应用
20260907,sz002297,军工,军工航天
20260907,sz002298,算力,AI算力
20260907,sz002300,电力,新能源电网
20260907,sz002302,化工,周期资源
20260907,sz002303,消费电子,AI算力
20260907,sz002305,,
20260907,sz002306,光伏,新能源电网
20260907,sz002309,电网,新能源电网
20260907,sz002310,光伏,新能源电网
20260907,sz002314,储能,新能源电网
20260907,sz002317,医药,医药
20260907,sz002322,电网,新能源电网
20260907,sz002323,电力,新能源电网
20260907,sz002329,光伏,新能源电网
20260907,sz002333,光伏,新能源电网
20260907,sz002346,储能,新能源电网
20260907,sz002348,算力,AI算力
20260907,sz002353,油气,周期资源
20260907,sz002354,AI应用,AI应用
20260907,sz002355,无人机,军工航天
20260907,sz002356,氢能,新能源电网
20260907,sz002357,卫星,军工航天
20260907,sz002360,化工,周期资源
20260907,sz002364,算力,AI算力
20260907,sz002365,医药,医药
20260907,sz002369,消费电子,AI算力
20260907,sz002374,,
20260907,sz002375,,
20260907,sz002377,油气,周期资源
20260907,sz002379,有色,周期资源
20260907,sz002384,消费电子,AI算力
20260907,sz002385,医药,医药
20260907,sz002396,光通信,AI算力
20260907,sz002397,,
20260907,sz002404,电力,新能源电网
20260907,sz002407,化工,周期资源
20260907,sz002409,半导体,AI算力
20260907,sz002414,军工,军工航天
20260907,sz002423,,
20260907,sz002424,医药,医药
20260907,sz002427,化工,周期资源
20260907,sz002431,,
20260907,sz002432,医药,医药
20260907,sz002436,消费电子,AI算力
20260907,sz002442,化工,周期资源
20260907,sz002445,电力,新能源电网
20260907,sz002453,化工,周期资源
20260907,sz002454,低空经济,军工航天
20260907,sz002457,,
20260907,sz002458,,
20260907,sz002468,,
20260907,sz002471,电网,新能源电网
20260907,sz002483,,
20260907,sz002484,军工,军工航天
20260907,sz002485,,
20260907,sz002490,油气,周期资源
20260907,sz002491,,
20260907,sz002496,化工,周期资源
20260907,sz002497,储能,新能源电网
20260907,sz002498,电网,新能源电网
20260907,sz002501,有色,周期资源
20260907,sz002512,算力,AI算力
20260907,sz002514,储能,新能源电网
20260907,sz002520,机器人,机器人
20260907,sz002528,消费电子,AI算力
20260907,sz002529,新材料,周期资源
20260907,sz002536,氢能,新能源电网
20260907,sz002538,化工,周期资源
20260907,sz002542,传媒,AI应用
20260907,sz002543,,
20260907,sz002546,电力,新能源电网
20260907,sz002547,储能,新能源电网
20260907,sz002548,,
20260907,sz002552,PCB,AI算力
20260907,sz002564,核电,新能源电网
20260907,sz002568,,
20260907,sz002569,,
20260907,sz002570,AI应用,AI应用
20260907,sz002579,消费电子,AI算力
20260907,sz002581,医药,医药
20260907,sz002582,,
20260907,sz002586,传媒,AI应用
20260907,sz002592,消费电子,AI算力
20260907,sz002596,化工,周期资源
20260907,sz002597,化工,周期资源
20260907,sz002598,储能,新能源电网
20260907,sz002607,AI应用,AI应用
20260907,sz002612,,
20260907,sz002613,化工,周期资源
20260907,sz002615,消费电子,AI算力
20260907,sz002617,电力,新能源电网
20260907,sz002620,电力,新能源电网
20260907,sz002622,医药,医药
20260907,sz002626,,
20260907,sz002627,,
20260907,sz002629,油气,周期资源
20260907,sz002630,电力,新能源电网
20260907,sz002632,储能,新能源电网
20260907,sz002634,新材料,周期资源
20260907,sz002638,,
20260907,sz002640,消费电子,AI算力
20260907,sz002645,有色,周期资源
20260907,sz002650,,
20260907,sz002655,消费电子,AI算力
20260907,sz002656,,
20260907,sz002659,消费电子,AI算力
20260907,sz002667,储能,新能源电网
20260907,sz002668,,
20260907,sz002670,,
20260907,sz002674,机器人,机器人
20260907,sz002677,AI应用,AI应用
20260907,sz002679,,
20260907,sz002682,氢能,新能源电网
20260907,sz002686,军工,军工航天
20260907,sz002687,,
20260907,sz002688,化工,周期资源
20260907,sz002689,机器人,机器人
20260907,sz002691,机器人,机器人
20260907,sz002693,医药,医药
20260907,sz002694,,
20260907,sz002696,,
20260907,sz002700,油气,周期资源
20260907,sz002702,,
20260907,sz002713,算力,AI算力
20260907,sz002717,消费电子,AI算力
20260907,sz002718,,
20260907,sz002719,,
20260907,sz002724,新材料,周期资源
20260907,sz002726,,
20260907,sz002731,储能,新能源电网
20260907,sz002735,低空经济,军工航天
20260907,sz002742,医药,医药
20260907,sz002743,,
20260907,sz002745,PCB,AI算力
20260907,sz002759,化工,周期资源
20260907,sz002762,,
20260907,sz002763,,
20260907,sz002774,,
20260907,sz002775,,
20260907,sz002777,AI应用,AI应用
20260907,sz002786,消费电子,AI算力
20260907,sz002789,,
20260907,sz002791,,
20260907,sz002798,算力,AI算力
20260907,sz002800,,
