date,code,sub,mainline
20251113,sz002578,有色,周期资源
20251113,sz002586,其它,其它
20251113,sz002620,其它,其它
20251113,sz002682,航天,军工航天
20251113,sz002702,其它,其它
20251113,sz002709,储能,新能源电网
20251113,sz002713,其它,其它
20251113,sz002756,储能,新能源电网
20251113,sz002780,其它,其它
20251113,sz002805,储能,新能源电网
20251113,sz002812,储能,新能源电网
20251113,sz002822,其它,其它
20251113,sz002837,液冷,AI算力
20251113,sz002864,医药,医药
20251113,sz002868,其它,其它
20251113,sz002935,存储,AI算力
20251113,sz003018,其它,其它
20251113,sz003022,光伏,新能源电网
20251113,sz003041,其它,其它
20251113,sz300497,储能,新能源电网
20251113,sz300785,其它,其它
20251113,sz300801,医药,医药
20251113,sz300827,储能,新能源电网
20251113,sz300949,其它,其它
20251113,sz301292,储能,新能源电网
20251114,sh600107,其它,其它
20251114,sh600157,煤炭,周期资源
20251114,sh600167,电力,新能源电网
20251114,sh600265,其它,其它
20251114,sh600272,医药,医药
20251114,sh600327,其它,其它
20251114,sh600333,油气,周期资源
20251114,sh600340,其它,其它
20251114,sh600403,煤炭,周期资源
20251114,sh600408,煤炭,周期资源
20251114,sh600421,其它,其它
20251114,sh600568,其它,其它
20251114,sh600617,油气,周期资源
20251114,sh600624,其它,其它
20251114,sh600693,其它,其它
20251114,sh600792,煤炭,周期资源
20251114,sh600829,医药,医药
20251114,sh601279,其它,其它
20251114,sh601566,其它,其它
20251114,sh603021,其它,其它
20251114,sh603026,储能,新能源电网
20251114,sh603261,其它,其它
20251114,sh603353,其它,其它
20251114,sh603366,光伏,新能源电网
20251114,sh603628,光伏,新能源电网
20251114,sh603778,光伏,新能源电网
20251114,sh603817,其它,其它
20251114,sh603843,其它,其它
20251114,sh603929,其它,其它
20251114,sh603948,其它,其它
20251114,sh605398,其它,其它
20251114,sh688670,医药,医药
20251114,sz000039,储能,新能源电网
20251114,sz000407,其它,其它
20251114,sz000536,其它,其它
20251114,sz000547,航天,军工航天
20251114,sz000566,创新药,医药
20251114,sz000592,其它,其它
20251114,sz000620,存储,AI算力
20251114,sz000632,其它,其它
20251114,sz000633,核电,新能源电网
20251114,sz000656,其它,其它
20251114,sz000798,其它,其它
20251114,sz000820,其它,其它
20251114,sz000833,储能,新能源电网
20251114,sz000908,其它,其它
20251114,sz000955,医药,医药
